0,0,0,0,62,62
1,0,46,5,8,8
2,0,31,7,16,16
3,0,29,9,10,10
4,0,2,2,52,52
5,0,18,23,38,38
6,0,4,3,58,58
7,0,26,18,24,24
8,0,9,11,28,28
9,0,17,19,42,42
10,0,4,3,58,58
11,0,6,3,42,42
12,0,0,0,62,62
13,0,5,1,58,58
14,0,1,0,62,62
15,0,15,28,30,30
16,0,12,3,16,16
17,0,8,18,44,44
18,0,5,2,54,54
19,0,3,0,54,54
20,0,16,13,44,44
21,0,41,32,16,16
22,0,2,1,60,60
23,0,27,5,4,4
24,0,1,1,62,62
25,0,50,54,4,4
26,0,21,27,6,6
27,0,18,26,26,26
28,0,49,22,10,10
29,0,22,3,38,38
30,0,30,2,24,24
31,0,18,25,30,30
32,0,7,3,52,52
33,0,40,0,22,22
34,0,7,14,36,36
35,0,3,2,58,58
36,0,27,5,24,24
37,0,12,29,28,28
38,0,8,41,22,22
39,0,8,23,40,40
40,0,6,9,48,48
41,0,8,25,24,24
42,0,40,0,6,6
43,0,7,11,42,42
44,0,47,5,12,12
45,0,1,1,58,58
46,0,0,1,62,62
47,0,23,20,34,34
48,0,57,3,6,6
49,0,2,12,4,4
50,0,19,35,24,24
51,0,11,13,50,50
52,0,18,2,16,16
53,0,6,3,42,42
54,0,56,3,6,6
55,0,32,36,24,24
56,0,11,10,24,24
57,0,25,33,28,28
58,0,24,25,10,10
59,0,10,7,48,48
60,0,2,6,54,54
61,0,5,9,50,50
62,0,3,4,54,54
63,0,12,16,44,44
64,0,9,11,42,42
65,0,18,6,36,36
66,0,15,21,22,22
67,0,15,9,48,48
68,0,22,34,6,6
69,0,28,38,24,24
70,0,32,39,20,20
71,0,6,14,28,28
72,0,15,43,12,12
73,0,32,31,26,26
74,0,28,23,14,14
75,0,47,50,10,10
76,0,23,27,24,24
77,0,12,18,42,42
78,0,1,4,56,56
79,0,16,16,38,38
80,0,22,24,38,38
81,0,36,15,24,24
82,0,28,44,18,18
83,0,38,21,16,16
84,0,15,1,30,30
85,0,13,25,36,36
86,0,6,17,44,44
87,0,12,10,50,50
88,0,10,3,48,48
89,0,0,20,20,20
90,0,12,33,22,22
91,0,0,1,62,62
92,0,27,29,28,28
93,0,9,3,48,48
94,0,15,12,48,48
95,0,17,17,38,38
96,0,32,38,22,22
97,0,32,23,18,18
98,0,38,11,2,2
99,0,8,11,46,46
100,0,1,19,32,32
101,0,39,23,16,16
102,0,40,36,6,6
103,0,29,9,32,32
104,0,17,28,32,32
105,0,4,1,38,38
106,0,23,1,36,36
107,0,2,15,40,40
108,0,12,16,26,26
109,0,50,55,8,8
110,0,28,15,34,34
111,0,24,3,38,38
112,0,21,4,18,18
113,0,52,4,8,8
114,0,5,1,56,56
115,0,10,5,36,36
116,0,30,19,24,24
117,0,0,10,38,38
118,0,9,36,14,14
119,0,2,17,42,42
120,0,6,9,54,54
121,0,0,3,54,54
122,0,15,4,48,48
123,0,0,5,58,58
124,0,1,3,60,60
125,0,0,3,58,58
126,0,9,1,48,48
127,0,34,8,22,22
128,0,20,25,26,26
129,0,11,23,32,32
130,0,5,26,8,8
131,0,4,7,2,2
132,0,0,0,60,60
133,0,22,11,38,38
134,0,13,2,30,30
135,0,3,1,60,60
136,0,32,7,30,30
137,0,2,9,38,38
138,0,25,2,38,38
139,0,1,1,56,56
140,0,10,8,46,46
141,0,5,17,6,6
142,0,1,2,58,58
143,0,11,8,50,50
144,0,12,1,36,36
145,0,31,19,8,8
146,0,12,2,46,46
147,0,16,7,36,36
148,0,20,19,22,22
149,0,7,1,28,28
150,0,11,4,44,44
151,0,6,32,10,10
152,0,9,3,52,52
153,0,0,1,60,60
154,0,17,20,42,42
155,0,26,19,36,36
156,0,5,11,44,44
157,0,2,11,50,50
158,0,4,4,56,56
159,0,37,4,8,8
160,0,43,23,20,20
161,0,12,22,40,40
162,0,49,9,14,14
163,0,15,8,34,34
164,0,7,17,22,22
165,0,18,21,42,42
166,0,30,16,10,10
167,0,45,1,14,14
168,0,16,49,4,4
169,0,4,5,48,48
170,0,11,50,12,12
171,0,24,25,22,22
172,0,19,35,10,10
173,0,4,0,54,54
174,0,11,8,36,36
175,0,1,0,62,62
176,0,58,37,4,4
177,0,1,0,62,62
178,0,25,38,24,24
179,0,14,6,46,46
180,0,9,18,12,12
181,0,0,4,58,58
182,0,0,33,20,20
183,0,38,28,24,24
184,0,5,2,56,56
185,0,48,28,8,8
186,0,33,14,12,12
187,0,7,12,48,48
188,0,0,0,60,60
189,0,37,34,14,14
190,0,39,12,20,20
191,0,3,2,46,46
192,0,38,51,12,12
193,0,5,29,20,20
194,0,21,0,40,40
195,0,27,39,16,16
196,0,4,4,58,58
197,0,4,21,18,18
198,0,16,41,20,20
199,0,23,16,40,40
200,0,5,1,30,30
201,0,4,35,16,16
202,0,17,22,16,16
203,0,15,8,6,6
204,0,1,0,60,60
205,0,42,33,12,12
206,0,0,2,24,24
207,0,5,9,46,46
208,0,15,14,12,12
209,0,6,23,38,38
210,0,19,24,22,22
211,0,20,5,18,18
212,0,58,17,2,2
213,0,4,4,54,54
214,0,14,1,18,18
215,0,29,3,22,22
216,0,21,29,22,22
217,0,5,11,50,50
218,0,21,28,34,34
219,0,10,7,48,48
220,0,48,22,14,14
221,0,1,1,48,48
222,0,2,6,38,38
223,0,16,11,14,14
224,0,9,32,26,26
225,0,10,3,12,12
226,0,29,10,28,28
227,0,9,7,50,50
228,0,51,11,12,12
229,0,22,11,34,34
230,0,10,12,48,48
231,0,14,15,46,46
232,0,38,38,22,22
233,0,48,44,10,10
234,0,52,54,2,2
235,0,5,17,4,4
236,0,16,16,30,30
237,0,6,5,54,54
238,0,4,7,48,48
239,0,4,3,58,58
240,0,39,5,8,8
241,0,9,14,48,48
242,0,53,31,4,4
243,0,34,32,2,2
244,0,9,2,42,42
245,0,14,13,12,12
246,0,13,2,34,34
247,0,24,11,20,20
248,0,30,35,14,14
249,0,14,2,28,28
250,0,40,43,4,4
251,0,10,27,28,28
252,0,11,1,34,34
253,0,2,30,28,28
254,0,9,24,8,8
255,0,6,11,52,52
256,0,2,3,60,60
257,0,22,0,36,36
258,0,23,48,10,10
259,0,4,5,32,32
260,0,29,3,20,20
261,0,6,4,52,52
262,0,44,4,18,18
263,0,16,16,10,10
264,0,3,1,60,60
265,0,2,0,58,58
266,0,10,13,42,42
267,0,3,2,58,58
268,0,26,25,4,4
269,0,30,3,6,6
270,0,30,32,12,12
271,0,1,0,54,54
272,0,15,22,36,36
273,0,27,28,24,24
274,0,1,3,52,52
275,0,0,51,8,8
276,0,6,3,52,52
277,0,51,9,12,12
278,0,14,24,38,38
279,0,0,0,62,62
280,0,13,31,18,18
281,0,39,34,22,22
282,0,53,13,4,4
283,0,9,26,34,34
284,0,14,6,36,36
285,0,6,19,40,40
286,0,0,1,60,60
287,0,18,15,22,22
288,0,2,2,58,58
289,0,39,51,8,8
290,0,2,22,40,40
291,0,33,19,18,18
292,0,10,13,50,50
293,0,52,12,8,8
294,0,2,3,50,50
295,0,17,6,4,4
296,0,43,17,18,18
297,0,10,5,52,52
298,0,11,11,52,52
299,0,36,39,12,12
300,0,29,12,32,32
301,0,15,43,4,4
302,0,14,8,48,48
303,0,5,6,54,54
304,0,5,38,18,18
305,0,21,35,6,6
306,0,24,0,28,28
307,0,7,3,18,18
308,0,1,21,16,16
309,0,13,1,48,48
310,0,19,3,40,40
311,0,19,13,38,38
312,0,2,6,54,54
